"name","description","longitude","latitude","address"
"Spider Cave",,"-1.85667","53.1013","Wetton Mill, Manifold Valley Road, Staffordshire Moorlands, England, DE6 2AG, United Kingdom"
"Springfield Rising",,"-1.73988","53.33057","Springfields, Springfield Road, Derbyshire Dales, England, S33 9JS, United Kingdom"
"St Bertram'S Cave",,"-1.84231","53.08373","Beeston Tor Farm, Staffordshire Moorlands, England, ST13 7TX, United Kingdom"
"Stoney Low Swallet",,"-1.89815","53.21081","lime kiln, Hollinsclough FP 2, Staffordshire Moorlands, England, SK17 0EW, United Kingdom"
"Stoney Low Hole",,"-1.89666","53.20811","lime kiln, Hollinsclough FP 2, Staffordshire Moorlands, England, SK17 0EW, United Kingdom"
"Stoop Edge Hole",,"-1.91012","53.21351","tumulus, Washgate Lane, High Peak, England, SK17 0RP, United Kingdom"
"Strawberry Hole",,"-1.68998","53.28044","Horseshoe Quarry, United Kingdom"
"Streaks Pot Lower Entrance",,"-1.68036","53.27993","Middleton Dale, Derbyshire Dales, England, S32 5QL, United Kingdom"
"Suicide Cave",,"-1.79486","53.34115","Suicide Cave(Horseshoe Cave), Winnats Pass, High Peak, England, S33 8WA, United Kingdom"
"Sunnybank Pot",,"-1.80434","53.09383","Saint Peter's Church, Church Street, Staffordshire Moorlands, England, DE6 2FY, United Kingdom"
"Swallow Tor Cave",,"-1.90414","53.20722","Stoop Farm, High Peak, England, United Kingdom"
"Swallowdale Sink",,"-1.90713","53.20902","Stoop Farm, High Peak, England, United Kingdom"
"Swevic House Swallet",,"-1.72117","53.29376","West View, Bradshaw Lane, Derbyshire Dales, England, S32 5PZ, United Kingdom"
"T Pot",,"-1.85728","53.09552","Leek Road, Staffordshire Moorlands, England, DE6 2AG, United Kingdom"
"Tearsall Pipe Cavern",,"-1.60365","53.13845","Brightgate Farm, Derbyshire Dales, England, United Kingdom"
"The Pit Hole",,"-1.85478","53.19458","Aldery Cliff, Green Lane, Derbyshire Dales, England, SK17 0DA, United Kingdom"
"Thistle Pot",,"-1.81591","53.32542","Ox Low, SK17 8GA, United Kingdom"
"Thorswood Swallet",,"-1.82703","53.02285","Dale Lane, East Staffordshire, England, DE6 2BY, United Kingdom"
"Thurst House Cave",,"-1.85613","53.23809","Deep Dale & Topley Pike SSSI, Caxterway Lane, Derbyshire Dales, England, SK17 9TE, United Kingdom"
"Tor Rock Swallet",,"-1.90564","53.20812","Stoop Farm, High Peak, England, United Kingdom"
"Tuncliff Swallet",,"-1.93076","53.23007","Cromford and High Peak Railway, High Peak, England, SK17 0SD, United Kingdom"
"Tyre Pit Quarry 1",,"-1.7757","53.14502","High Peak and Tissington Trail, Tissington Trail, Derbyshire Dales, England, SK17 0AY, United Kingdom"
"Veer Shaft",,"-1.85133","53.32582","Veer Shaft, Perrydale, High Peak, England, SK17 8EP, United Kingdom"
"Peak Ventrance",,"-1.77819","53.33765","Cave Dale, High Peak, England, S33 8WQ, United Kingdom"
"The Ventranceilator",,"-1.78702","53.33543","Titan Shaft, Dirtlow Rake, High Peak, England, S33 8WS, United Kingdom"
"Victoria (Aven)",,"-1.77925","53.33708","Cave Dale, High Peak, England, S33 8WQ, United Kingdom"
"Virgin Pot",,"-1.93554","53.2405","Grin Low Road, High Peak, England, SK17 6UJ, United Kingdom"
"Waggon Low Swallet",,"-1.83088","53.18107","Tagg Lane, Derbyshire Dales, England, SK17 9QL, United Kingdom"
"Wall Shaft",,"-1.78072","53.34067","Goosehill, High Peak, England, S33 8WS, United Kingdom"
"Water Icicle Close Cavern",,"-1.7605","53.17807","Derby Lane, Derbyshire Dales, England, DE45 1JS, United Kingdom"
"Waterfall Hole",,"-1.70335","53.28998","Waterfall Swallet, United Kingdom"
"Waterswallows Cave",,"-1.88301","53.27102","Waterswallows Road, High Peak, England, SK17 7JD, United Kingdom"
"Waterways Swallet",,"-1.81418","53.0398","Waterings Wood, United Kingdom"
"Well Shaft",,"-1.74441","53.31947","Jeffrey Lane, Derbyshire Dales, England, S33 9HX, United Kingdom"
"Wham Mine Engine Shaft",,"-1.79989","53.32676","Dirtlow Rake Pit, Dirtlow Rake, High Peak, England, S33 8WS, United Kingdom"
"Whim Mine Shaft 4",,"-1.79474","53.19465","Whim Farm Holiday Cottages, Derbyshire Dales, England, United Kingdom"
"Wilsons Swallet",,"-1.90414","53.20722","Stoop Farm, High Peak, England, United Kingdom"
"Windy Knoll Cavern",,"-1.81136","53.3439","Windy Knoll, Mam Tor Road, High Peak, England, S33 8WA, United Kingdom"
"Winnats Head Cave",,"-1.80388","53.34215","Winnats Head, Winnats Pass, High Peak, England, S33 8WA, United Kingdom"
"Wolfscote Grange Cave",,"-1.80571","53.1226","Frank-i-th-rocks Bridge, Derbyshire Dales, England, SK17 0AX, United Kingdom"
"Wye Head Resurgence",,"-1.9265","53.25426","Buxton, Macclesfield Road / Wye Head Close, Macclesfield Road, High Peak, England, SK17 9AX, United Kingdom"
"Yoga Cave Crawl Entrancerance",,"-1.68323","53.27957","Dale Brook, S32 5QL, United Kingdom"
"Yoga Rubbish Entrance",,"-1.68425","53.27937","Horse Thief Quarry, S32 5RJ, United Kingdom"
"Yoga Shaft Entrance",,"-1.68413","53.27939","Dale Brook, S32 5QL, United Kingdom"
"Cow Dubs II",,"-2.50042","54.21948","County Pot, Leck Fell Lane, Lancaster, England, LA6 2JF, United Kingdom"
"Cow Pot",,"-2.51632","54.22233","Cow Pot, Fell Road, Casterton, Carnforth, England, LA6 2JP, United Kingdom"
"Lancaster Hole",,"-2.51677","54.2211","Lancaster Hole, Fell Road, Casterton, Carnforth, England, LA6 2JP, United Kingdom"
"Link Pot",,"-2.50992","54.21772","Link Pot, Fell Road, Casterton, Carnforth, England, LA6 2JP, United Kingdom"
"Mistral Hole",,"-2.51302","54.21759","Mistral Hole, Fell Road, Casterton, Carnforth, England, LA6 2JP, United Kingdom"
"Pegleg Pot",,"-2.51795","54.21682","Mistral Hole, Fell Road, Casterton, Carnforth, England, LA6 2JP, United Kingdom"
"Brook Bottom Resurgence 1",,"-1.91756","53.23599","Pit Lane, High Peak, England, SK17 9JL, United Kingdom"
"Bull Pit",,"-1.84171","53.32967","P7, Perrydale, High Peak, England, SK17 8EP, United Kingdom"
"Calesdale New Cave",,"-1.74167","53.18515","One Ash Grange Farm, Derbyshire Dales, England, United Kingdom"
"Calver Sough",,"-1.63725","53.26664","Calver Village Hall, Main Street, Derbyshire Dales, England, S32 3XR, United Kingdom"
"Car Pot",,"-1.84962","53.3297","P3 [Gauries Hole], Perrydale, High Peak, England, SK17 8EP, United Kingdom"
"Carder Low Pot",,"-1.80852","53.16126","Carder Low, SK17 0AD, United Kingdom"
"Carlswark Cavern Gin Entrance",,"-1.67052","53.27884","Carlswark Cavern Gin Entrance, The Dale, Derbyshire Dales, England, S32 5RP, United Kingdom"
"Carlswark Resurgence",,"-1.67053","53.27872","Carl’s Wall, S32 5RP, United Kingdom"
"Carlswark Stub Scrin Entrance",,"-1.67389","53.28082","The Dale, Derbyshire Dales, England, S32 5RP, United Kingdom"
"Carsington Pasture Cave",,"-1.63867","53.08356","Carsington Pasture, Derbyshire Dales, England, DE4 4PX, United Kingdom"
"Cartledge Farm Swallet",,"-1.73272","53.29626","The Old Chapel, Trot Lane, Derbyshire Dales, England, SK17 8AQ, United Kingdom"
"Cascade Cavern",,"-1.76605","53.1945","Lathkill Dale, Church Street, Derbyshire Dales, England, DE45 1QT, United Kingdom"
"Cave Dale Rising",,"-1.77814","53.33667","Cave Dale, High Peak, England, S33 8WQ, United Kingdom"
"Peveril Castle Cave",,"-1.77754","53.33979","Peveril Castle, Cave Dale, High Peak, England, S33 8WQ, United Kingdom"
"Cave Dale Pipe",,"-1.77632","53.33767","Cave Dale, High Peak, England, S33 8WQ, United Kingdom"
"Noon's Hole",,"-7.85677","54.38341","Noon's Hole, United Kingdom"
"Blue John Cavern",,"-1.8035","53.3456","Blue John Cavern, Mam Tor Road, High Peak, England, S33 8WA, United Kingdom"
"Ingleborough Cave",,"-2.3776495456695557","54.13510618842591","Ingleborough Cave, Clapdale Drive, England, LA2 8EE, United Kingdom"
"Fox Holes",,"-2.373669147491455","54.138380943412436","Foxholes, Long Lane, England, LA2 8EE, United Kingdom"
"Stile Pot",,"-2.381058633327484","54.146147237217924","Small Mammal Pot, Long Lane, England, LA2 8EE, United Kingdom"
"Small Mammal Pot",,"-2.3812437057495117","54.146180228683","Small Mammal Pot, Long Lane, England, LA2 8EE, United Kingdom"
"Marilyn",,"-2.380514144897461","54.14700657775639","Small Mammal Pot, Long Lane, England, LA2 8EE, United Kingdom"
"Flood Entrance",,"-2.3821234703063965","54.146943738102074","Flood Entrance Pot, Clapdale Drive, England, LA2 8EE, United Kingdom"
"Wades Entrance",,"-2.3825258016586304","54.1470945531122","Flood Entrance Pot, Clapdale Drive, England, LA2 8EE, United Kingdom"
"OBJ Entrance",,"-2.3830997943878174","54.14735533610434","Flood Entrance Pot, Clapdale Drive, England, LA2 8EE, United Kingdom"
"Motley Pot",,"-2.3847144842147827","54.149105367420844","Disappointment Pot, Clapdale Drive, England, LA2 8EE, United Kingdom"
"Rat Hole",,"-2.382713556289673","54.14980598758875","Gaping Gill, Clapham Lane, England, LA2 8EE, United Kingdom"
"Stream Passage Pot",,"-2.3865652084350586","54.14784547800609","Stream Passage Pot, Clapdale Lane, England, LA2 8EE, United Kingdom"
"Goatchurch Cavern",,"-2.752222222222222","51.32027777777779","Goatchurch Cavern, The Combe, Bristol, England, BS40 7AR, United Kingdom"
"Gough's Cave",,"-2.7641666666666667","51.28138888888889","Guest Services, Cliff Road, Cheddar, England, BS27 3QF, United Kingdom"
"Treak Cliff Cavern",,"-1.7972","53.3451","Treak Cliff Cavern, Buxton Road, High Peak, England, S33 8WP, United Kingdom"
"Speedwell Cavern",,"-1.7921","53.3414","Winnats Pass, High Peak, England, S33 8WP, United Kingdom"
"Stoke Lane Slocker",,"-2.4758333333333336","51.22527777777778","Stoke Lane Slocker, Bector Lane, Stoke St. Michael, England, BA3 5WP, United Kingdom"
"St Cuthbert's Swallet",,"-2.654166666666667","51.251666666666665","Shepton Mallet Caving Club, Wells Road, Priddy, England, BA5 3AU, United Kingdom"
"Poole's Cavern",,"-1.9259","53.2498","Poole's Cavern Car Park, Green Lane, High Peak, England, SK17 9BB, United Kingdom"
"Ogof y Daren Cilau",,"-3.15479","51.83064","Ogof Daren Cilau, Entrance Series, Wales, NP8 1LG, United Kingdom"
"Longwood Swallet",,"-2.738611111111111","51.29833333333333","Longwood Swallet, Fir Lane, Cheddar, England, BS40 7XS, United Kingdom"
"Lamb Leer",,"-2.6553","51.2923","Lamb's Leer Cavern, Gibbets Brow, Priddy, England, BS40 6EN, United Kingdom"
"Great Rutland Cavern",,"-1.5650000000000002","53.12444444444444","Treetops Visitor Centre, Great Masson Cavern, Derbyshire Dales, England, DE4 3PD, United Kingdom"
"Great Douk Cave",,"-2.388333333333333","54.1875","Little Douk Cave, Low Sleights Road, Ingleton, England, LA6 3AU, United Kingdom"
"Uamh an Claonaite",,"-4.935833333333334","58.104444444444454","Uamh an Claonaite, Scotland, United Kingdom"
"Giants Hole",,"-1.822106","53.340933","Giants Hole, Sheffield Road, High Peak, England, SK23 0QT, United Kingdom"
"Pollnatagha",,"-7.7486025","54.2097","Pollnatagha, United Kingdom"
"John Thomas's Hole [Hallelujah Hole] [Spider Pot] [Pollpluda]",,"-7.818757","54.255828","John Thomas, Marlbank Road, Northern Ireland, BT92 1DY, United Kingdom"
"Plas y Darren Cave",,"-3.5636475","51.802624","Porth yr Ogof, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"Ffynnon Ddu (lower Mellte)",,"-3.5618796","51.763638","Gunpowder Works, Coed-y-Rhaidyr, Pontneddfechan, Wales, SA11 5NB, United Kingdom"
"Cave of the two dogs",,"-3.562811","51.799397","Afon Mellte, CF44 9JF, United Kingdom"
"Ogof Dan Ci (typo)",,"-3.562811","51.799397","Afon Mellte, CF44 9JF, United Kingdom"
"Ogof Dau Gi",,"-3.562811","51.799397","Afon Mellte, CF44 9JF, United Kingdom"
"Borehole",,"-3.56254","51.80205","Porth yr Ogof, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"Rhododendron Hole",,"-3.5623987","51.804256","Afon Mellte, CF44 9JE, United Kingdom"
"Gulping Hole South",,"-3.5620809","51.80345","Porth yr Ogof, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"Ogof Di Sulfaen",,"-3.560741","51.798256","Afon Mellte, CF44 9JF, United Kingdom"
"Cave of the Black Stalactites",,"-3.5605345","51.798573","Afon Mellte, CF44 9JF, United Kingdom"
"COTMV62",,"-3.5605345","51.798573","Afon Mellte, CF44 9JF, United Kingdom"
"Ogof Stalactidau Ddu",,"-3.5605345","51.798573","Afon Mellte, CF44 9JF, United Kingdom"
"Rubbish Tip Cave",,"-3.5605345","51.798573","Afon Mellte, CF44 9JF, United Kingdom"
"COTMV60",,"-3.5601542","51.82326","Nant Plâs-y-Gors, CF44 9JE, United Kingdom"
"Spring - COTMV36",,"-3.5584738","51.79265","Sgwd Uchaf Clun Gwyn, SA11 5UT, United Kingdom"
"Ogof Glan Mettle",,"-3.5576947","51.793602","Afon Mellte, CF44 9JF, United Kingdom"
"Lower Cil-Hepste Falls Rising",,"-3.5569754","51.777355","Sgwd yr Eira, CF44 9JZ, United Kingdom"
"Pant y Llwyn East Rising",,"-3.5577216","51.799015","Afon Mellte, CF44 9JF, United Kingdom"
"Dig",,"-3.5574627","51.799915","Afon Mellte, CF44 9JF, United Kingdom"
"COTMV34",,"-3.5573094","51.797997","Afon Mellte, CF44 9JF, United Kingdom"
"Rift",,"-3.5573094","51.797997","Afon Mellte, CF44 9JF, United Kingdom"
"Porth yr Ogof - Resurgence",,"-3.5572557","51.798122","Afon Mellte, CF44 9JF, United Kingdom"
"Porth Yr Ogof - Entrance L",,"-3.5569706","51.79826","Afon Mellte, CF44 9JF, United Kingdom"
"Spring",,"-3.5566554","51.79332","Afon Mellte, CF44 9JF, United Kingdom"
"Hen Dai Spring",,"-3.5571406","51.81161","Maesyronnen, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"Porth Yr Ogof Rising 3",,"-3.5562987","51.80065","Porth yr Ogof, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"COTMV55",,"-3.5562298","51.80623","Afon Mellte, CF44 9JE, United Kingdom"
"Porth-yr-Ogof",,"-3.555728","51.800076","Porth yr Ogof, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"White Horse Cave",,"-3.555728","51.800076","Porth yr Ogof, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"Cwm Porth Cavern E",,"-3.5554287","51.794334","Afon Mellte, CF44 9JF, United Kingdom"
"Cwm Nant Spring",,"-3.5556788","51.815495","Cwm-nant, Ystradfellte, Wales, United Kingdom"
"Spring",,"-3.555399","51.809475","Maesyronnen, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"Cwm-Y-Porth Woods Cave",,"-3.5544708","51.79726","Afon Mellte, CF44 9JF, United Kingdom"
"Ogof Sulgwyn",,"-3.554187","51.797443","Afon Mellte, CF44 9JF, United Kingdom"
"Cwm Porth Farm Well",,"-3.553925","51.798256","Afon Mellte, CF44 9JF, United Kingdom"
"Cwm Porth Farm Sink",,"-3.5533204","51.797543","Afon Mellte, CF44 9JF, United Kingdom"
"Church Sink",,"-3.5513551","51.808308","Ysradfellte Church Hall, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"Main Mellte Sink",,"-3.5513551","51.808308","Ysradfellte Church Hall, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"Dead Dog Dig",,"-3.5503657","51.80019","Cwm Port Car Park Toilets, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"Ogof y Ci Marw",,"-3.5503657","51.80019","Cwm Port Car Park Toilets, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"Ogof Coeden Prop",,"-3.549298","51.798656","Gwaun Hepste Car Park, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"COTMV64",,"-3.5493076","51.8074","Ystradfellte, Ystradfellte, Wales, United Kingdom"
"Ogof Ganol",,"-3.5483787","51.79807","Gwaun Hepste Car Park, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"Mellte Top Sink",,"-3.547873","51.81209","Afon Mellte, CF44 9JE, United Kingdom"
"Morgan's Hole",,"-3.547873","51.81209","Afon Mellte, CF44 9JE, United Kingdom"
"Ogof Mellte Uchaf",,"-3.547873","51.81209","Afon Mellte, CF44 9JE, United Kingdom"
"Ogof Ffynnon",,"-3.5472023","51.796753","Gwaun Hepste Car Park, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"Blocked Cave",,"-3.5732043","51.7605","Bwa Maen, Coed-y-Rhaidyr, Pontneddfechan, Wales, SA11 5NB, United Kingdom"
"Pwll y Ffordd Cave",,"-3.5743406","51.80232","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Ogof BerthLwyd",,"-3.5740948","51.802753","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Ogof Lliwiog",,"-3.5740948","51.802753","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Ogof-y-Defeid Meirw",,"-3.5740948","51.802753","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Cave of the Dead Sheep",,"-3.5739954","51.80282","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Coloured Cave",,"-3.5739954","51.80282","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Ogof Coed y Ffynnau",,"-3.5725107","51.760567","Pwll Berw, SA11 5NB, United Kingdom"
"Terrace Cave",,"-3.5722837","51.760704","Pwll Berw, SA11 5NB, United Kingdom"
"Sink in Shakehole",,"-3.5736892","51.804016","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Dan y Rhedyn",,"-3.573755","51.815903","Little neath River Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Under the Ferns",,"-3.573755","51.815903","Little neath River Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Gwynion Gulf",,"-3.5738573","51.82092","Little neath River Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Theoretical Pot",,"-3.5738573","51.82092","Little neath River Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Pwll Coed-y-Rhaiadr Sink",,"-3.5726721","51.79522","Hermon Chapel, Heol Calch, Wales, SA11 5US, United Kingdom"
"Hepste Lesser Resurgence",,"-3.5450454","51.776073","Afon Hepste, United Kingdom"
"Unnamed sink in Gwaen Hepste",,"-3.544566","51.798107","Gwaun Hepste Car Park, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"Hepste Main Resurgence",,"-3.5436027","51.77627","Afon Hepste, United Kingdom"
"Pwll-yTarddiant Hepste",,"-3.5436027","51.77627","Afon Hepste, United Kingdom"
"North Flood Resurgence",,"-3.5432186","51.776062","Afon Hepste, United Kingdom"
"Ogof Pwll-y-dram",,"-3.5432186","51.776062","Afon Hepste, United Kingdom"
"Cave of the Pool with the Tram No.2",,"-3.5431588","51.77601","Afon Hepste, United Kingdom"
"Ogof Pwll y Dram No. 2",,"-3.5431588","51.77601","Afon Hepste, United Kingdom"
"Pwll Coed y Rhaiadr",,"-3.5436797","51.795513","Gwaun Hepste Car Park, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"Ogof Tarddiant Hepste No. 3",,"-3.5427504","51.775932","Afon Hepste, United Kingdom"
"Ogof Hepste",,"-3.5426419","51.77615","Afon Hepste, United Kingdom"
"Ogof Hepste No. 2",,"-3.5426419","51.77615","Afon Hepste, United Kingdom"
"Ogof Tarddiant Hepste Main Cave",,"-3.5425498","51.776005","Afon Hepste, United Kingdom"
"Hepste Waterfall Sink",,"-3.5424762","51.77597","Afon Hepste, United Kingdom"
"Middle Hepste Sink No 3",,"-3.5424762","51.77597","Afon Hepste, United Kingdom"
"Tarddiant Hepste Sink",,"-3.5424762","51.77597","Afon Hepste, United Kingdom"
"Pool Swallet",,"-3.5431345","51.79568","Gwaun Hepste Car Park, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"Pwll-y-Phaiadr",,"-3.5431345","51.79568","Gwaun Hepste Car Park, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"Goetre Spring",,"-3.5427942","51.816296","Nant Garreg-fawr, CF44 9JD, United Kingdom"
"Moel Penderyn Stream Sink 2",,"-3.5411906","51.775673","Afon Hepste, United Kingdom"
"Careg-Fawr Farm Rising",,"-3.5421128","51.813335","Nant Garreg-fawr, CF44 9JD, United Kingdom"
"Ffynnon Careg-Fawr Rising",,"-3.5421128","51.813335","Nant Garreg-fawr, CF44 9JD, United Kingdom"
"Ogof Careg Fawr",,"-3.5421128","51.813335","Nant Garreg-fawr, CF44 9JD, United Kingdom"
"Rovers Cave",,"-3.5421128","51.813335","Nant Garreg-fawr, CF44 9JD, United Kingdom"
"Ogof Pwll y Berw",,"-3.5714464","51.760372","Pwll Berw, SA11 5NB, United Kingdom"
"Ogof Pwll y Brew (typo)",,"-3.5714464","51.760372","Pwll Berw, SA11 5NB, United Kingdom"
"Common land Cave",,"-3.5732386","51.817734","Little neath River Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Ogof Shar Wlad",,"-3.5732386","51.817734","Little neath River Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Pothole",,"-3.5729454","51.820976","Little neath River Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Ogof Rasyr",,"-3.5726817","51.820484","Little neath River Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Ogof Carnau Gwynion",,"-3.571439","51.821472","Little neath River Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Pwll y Gelynen",,"-3.5699155","51.803528","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Graig Fawr Sink",,"-3.569553","51.808956","White Lady Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Einon's Hole",,"-3.568764","51.81631","Bwlch, Ystradfellte, Wales, United Kingdom"
"Carnau Gwynion West Digs",,"-3.5685716","51.818707","Little neath River Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Sink - COTMV41",,"-3.5684428","51.81709","Bwlch, Ystradfellte, Wales, United Kingdom"
"Plas y Darren Pothole No.2",,"-3.5671659","51.79952","Afon Mellte, CF44 9JF, United Kingdom"
"Ogof Plas-y-Darren South",,"-3.567172","51.799698","Afon Mellte, CF44 9JF, United Kingdom"
"Ogof Y Darren",,"-3.567172","51.799698","Afon Mellte, CF44 9JF, United Kingdom"
"Ogofau Plas y Darren",,"-3.567172","51.799698","Afon Mellte, CF44 9JF, United Kingdom"
"Plas y Darren Fissure",,"-3.5671782","51.799877","Afon Mellte, CF44 9JF, United Kingdom"
"Sink",,"-3.5670364","51.79997","Afon Mellte, CF44 9JF, United Kingdom"
"The Lair/Burrow",,"-3.5672612","51.81314","Bwlch, Ystradfellte, Wales, United Kingdom"
"Y Gwal",,"-3.5672612","51.81314","Bwlch, Ystradfellte, Wales, United Kingdom"
"Hole by the Wall",,"-3.5665662","51.80983","Bwlch, Ystradfellte, Wales, United Kingdom"
"Mutton Pot",,"-3.5665662","51.80983","Bwlch, Ystradfellte, Wales, United Kingdom"
"The Hole in the Wall",,"-3.5665662","51.80983","Bwlch, Ystradfellte, Wales, United Kingdom"
"Twll Wrth y Wal",,"-3.5665662","51.80983","Bwlch, Ystradfellte, Wales, United Kingdom"
"Twll Yrth y Wal (typo)",,"-3.5665662","51.80983","Bwlch, Ystradfellte, Wales, United Kingdom"
"Resurgence",,"-3.5661323","51.798992","Afon Mellte, CF44 9JF, United Kingdom"
"Ogof Gwynion No.2",,"-3.5667505","51.819748","Bwlch, Ystradfellte, Wales, United Kingdom"
"Pant-y-Llwyn Rising East",,"-3.5652564","51.798824","Afon Mellte, CF44 9JF, United Kingdom"
"Pant y Llwyn Cave",,"-3.5652845","51.799633","Afon Mellte, CF44 9JF, United Kingdom"
"Obvious Cave",,"-3.564317","51.809395","Maesyronnen, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"Foel stream caves",,"-3.540724","51.7756","Afon Hepste, United Kingdom"
"Hepste Foxholes",,"-3.540724","51.7756","Afon Hepste, United Kingdom"
"Frank's Rift",,"-3.540544","51.775845","Afon Hepste, United Kingdom"
"Middle Hepste Cave",,"-3.5405033","51.775494","Afon Hepste, United Kingdom"
"Middle Hepste North West Dig",,"-3.5404267","51.775803","Afon Hepste, United Kingdom"
"Roses' Rift",,"-3.5404267","51.775803","Afon Hepste, United Kingdom"
"Hardies Hole",,"-3.5403543","51.775803","Afon Hepste, United Kingdom"
"Ogof Foel",,"-3.5395467","51.767414","Moel Penderyn, CF44 9QL, United Kingdom"
"Cave near Middle Hepste North East Cave",,"-3.5398214","51.77591","Afon Hepste, United Kingdom"
"Middle Hepste Main Sink",,"-3.539412","51.775806","Afon Hepste, United Kingdom"
"Moel Brook Rising",,"-3.5372045","51.771408","Moel Penderyn, CF44 9QL, United Kingdom"
"Ogof Cefn Garw",,"-3.5380273","51.80413","Gwaun Hepste Car Park, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"Gwaen Cefn y Gareg North Pot",,"-3.537865","51.80575","Garreg Fawr, CF44 9JD, United Kingdom"
"Lesser Pulpit Hole",,"-3.537788","51.80476","Gwaun Hepste Car Park, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"Gwaen Cefn-y-Carreg Pot",,"-3.537707","51.803665","Gwaun Hepste Car Park, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"Pulpit Hole",,"-3.537707","51.803665","Gwaun Hepste Car Park, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"Gwaen Cefn y Gareg Sink",,"-3.537536","51.805458","Garreg Fawr, CF44 9JD, United Kingdom"
"Tor y Foel Level",,"-3.5362291","51.768726","Moel Penderyn, CF44 9QL, United Kingdom"
"Ogof Periglor",,"-3.5373428","51.80788","Garreg Fawr, CF44 9JD, United Kingdom"
"Shining Rocks Cave",,"-3.5373428","51.80788","Garreg Fawr, CF44 9JD, United Kingdom"
"Green Cave",,"-3.5369437","51.80169","Gwaun Hepste Car Park, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"COTMV9",,"-3.5368617","51.800987","Gwaun Hepste Car Park, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"Ogof y Tymestl Eira",,"-3.5370967","51.808323","Garreg Fawr, CF44 9JD, United Kingdom"
"Snowstorm Cave",,"-3.5370967","51.808323","Garreg Fawr, CF44 9JD, United Kingdom"
"COTMV10",,"-3.5367332","51.80019","Gwaun Hepste Car Park, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"Pwll Derw",,"-3.5366807","51.79993","Gwaun Hepste Car Park, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"Pwll Derwen (in error)",,"-3.5366807","51.79993","Gwaun Hepste Car Park, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"Tor y Foel Spring",,"-3.5351543","51.769512","Chapel Road, Penderyn, Wales, CF44 9JT, United Kingdom"
"Blaen Hepste Resurgence",,"-3.507712","51.804073","Afon Hepste, CF44 0YJ, United Kingdom"
"Pwll y Felin",,"-3.5357661","51.797344","Gwaun Hepste Car Park, Inter Valley Road, Wales, CF44 9JB, United Kingdom"
"Blaen Hepste Hole",,"-3.5075283","51.80422","Afon Hepste, CF44 0YJ, United Kingdom"
"Pant Cefn-y-Ffordd Sink",,"-3.5335386","51.765884","Saint Cynog, Church Road, Pontbren, Wales, CF44 9JR, United Kingdom"
