"name","description","longitude","latitude","address"
"Ogof Bos Lethri",,"-3.1804137","51.835506","Agen Allwedd (Ogof Gam), Entrance Series, Wales, NP23 4SP, United Kingdom"
"Skull Cave",,"-3.2243946","51.8378","Blaen Onneu Quarry Pot, Wales, NP8 1LL, United Kingdom"
"Agen Allwedd",,"-3.1803243","51.83542","Original Entrance, Wales, NP8 1LF, United Kingdom"
"Keyhole Cave",,"-3.1803243","51.83542","Original Entrance, Wales, NP8 1LF, United Kingdom"
"Moult's Hole",,"-3.1744933","51.83332","Eglwys Faen Western Series, Wales, NP8 1LF, United Kingdom"
"Ostrich Pot",,"-3.1733081","51.83184","Eglwys Faen Western Series, Wales, NP8 1LF, United Kingdom"
"Pwll Estrys",,"-3.1733081","51.83184","Eglwys Faen Western Series, Wales, NP8 1LF, United Kingdom"
"Eglwys Faen - Entrance 4",,"-3.1729536","51.833828","Eglwys Faen Crawl Entrance, Eglwys Faen, Crickhowell, Wales, NP8 1LF, United Kingdom"
"Eglwys Faen",,"-3.1727962","51.83391","Eglwys Faen (Oval Entrance), Eglwys Faen, Crickhowell, Wales, NP8 1LF, United Kingdom"
"Onneu Stream Resurgence 2",,"-3.1724024","51.8344","Eglwys Faen (Oval Entrance), Eglwys Faen, Crickhowell, Wales, NP8 1LF, United Kingdom"
"Llangattwg Swallet",,"-3.172313","51.831516","North Wing, Wales, NP8 1LF, United Kingdom"
"Eglwys Faen - Waterfall Entrance",,"-3.172267","51.833656","Eglwys Faen (Waterfall Entrance), Eglwys Faen, Crickhowell, Wales, NP8 1LF, United Kingdom"
"Ogof Capel Faen",,"-3.1718452","51.833614","Eglwys Faen (Waterfall Entrance), Eglwys Faen, Crickhowell, Wales, NP8 1LF, United Kingdom"
"Ogof Grug Hywel",,"-3.1656885","51.83125","Ace of Spades, Wales, NP8 1LF, United Kingdom"
"Ivy Rift",,"-3.1650698","51.835392","Incline, Crickhowell, Wales, NP8 1LF, United Kingdom"
"Ogof Pen y Gwent",,"-3.1640372","51.83531","Fell's Swoop, Incline, Crickhowell, Wales, NP8 1LF, United Kingdom"
"Ogof a'r Olygfa Braf",,"-3.1637452","51.835243","Fell's Swoop, Incline, Crickhowell, Wales, NP8 1LF, United Kingdom"
"A Pot",,"-3.1626744","51.8303","Ogof Gwaliau Gwynion, Wales, NP8 1LF, United Kingdom"
"Coal Tar Cave (lower entrance)",,"-3.1613355","51.8025","Gateway Bridge, Brynmawr, Wales, NP23 4GB, United Kingdom"
"Fell Swoop",,"-3.1606982","51.83584","Fell's Swoop, Incline, Crickhowell, Wales, NP8 1LF, United Kingdom"
"A Cave",,"-3.1598241","51.828377","Entrance Series, Wales, NP8 1LG, United Kingdom"
"Channer's Dig",,"-3.159904","51.833744","Ogof Gwaliau Gwynion, Ogof Gwaliau Gwynion, Wales, NP8 1LF, United Kingdom"
"Ogof Gwaliau Gwynion",,"-3.159904","51.833744","Ogof Gwaliau Gwynion, Ogof Gwaliau Gwynion, Wales, NP8 1LF, United Kingdom"
"Whitewalls Cave",,"-3.159904","51.833744","Ogof Gwaliau Gwynion, Ogof Gwaliau Gwynion, Wales, NP8 1LF, United Kingdom"
"Twll y Cadno",,"-3.1568441","51.82817","Entrance Series, Wales, NP8 1LG, United Kingdom"
"Daren Cilau",,"-3.1547744","51.830647","Ogof Daren Cilau, Entrance Series, Wales, NP8 1LG, United Kingdom"
"Ogof y Darren",,"-3.1547744","51.830647","Ogof Daren Cilau, Entrance Series, Wales, NP8 1LG, United Kingdom"
"Vic's Dig",,"-3.1547744","51.830647","Ogof Daren Cilau, Entrance Series, Wales, NP8 1LG, United Kingdom"
"Ffynnon Gisfaen - Resurgence 1",,"-3.1508727","51.804546","Heads of the Valleys Road, Brynmawr, Wales, NP23 4GA, United Kingdom"
"Ogof Pen Eryr",,"-3.1514595","51.829834","Ogof Pen Eryr, Ogof Pen Eryr, Wales, NP8 1LG, United Kingdom"
"Price's New Dig",,"-3.1506965","51.82951","Ogof Pen Eryr, Wales, NP8 1LG, United Kingdom"
"Gretton's Adit",,"-3.1497288","51.810314","Main Road, Darrenfelen, Wales, NP7 0RG, United Kingdom"
"Fox Holes",,"-3.1496377","51.829536","Ogof Pen Eryr, Wales, NP8 1LG, United Kingdom"
"Ogof Pont Gam",,"-3.1485155","51.80653","Main Road, Darrenfelen, Wales, NP7 0RG, United Kingdom"
"Pastie Digs",,"-3.1480894","51.828564","Ogof Cnwc Price's Old Dig, Ogof Cnwc, Wales, NP8 1LG, United Kingdom"
"Mud Cave",,"-3.1477559","51.82801","Ogof Cnwc Price's Old Dig, Ogof Cnwc, Wales, NP8 1LG, United Kingdom"
"Ogof Nant Rhin",,"-3.1465154","51.804867","Ogof Nant Rhin, Heads of the Valleys Road, Brynmawr, Wales, NP23 4GA, United Kingdom"
"Ogof Cnwc",,"-3.1468248","51.827343","Ogof Cnwc Price's Old Dig, Ogof Cnwc, Wales, NP8 1LG, United Kingdom"
"Scorched Earth Rift",,"-3.1449609","51.804768","Ogof Nant Rhin, Heads of the Valleys Road, Brynmawr, Wales, NP23 4GA, United Kingdom"
"Old Brynmawr Dig",,"-3.144943","51.80463","Ogof Nant Rhin, Heads of the Valleys Road, Brynmawr, Wales, NP23 4GA, United Kingdom"
"Tuck's Rift",,"-3.1448445","51.80476","Ogof Nant Rhin, Heads of the Valleys Road, Brynmawr, Wales, NP23 4GA, United Kingdom"
"Ogof Rhaeadr Ddu",,"-3.144285","51.805565","Waterfall Cave, Clydach, Abergavenny, Wales, NP7 0LL, United Kingdom"
"Overhang Cave",,"-3.1436312","51.80495","Ogof Clogwyn, Heads of the Valleys Road, Brynmawr, Wales, NP23 4GA, United Kingdom"
"Penlanfach Sink",,"-3.143693","51.807396","Ogof Rhaeadr Ddu, Clydach, Abergavenny, Wales, NP7 0LL, United Kingdom"
"Pylon Cave",,"-3.1433945","51.804764","Ogof Clogwyn, Heads of the Valleys Road, Brynmawr, Wales, NP23 4GA, United Kingdom"
"Black Rock Cave",,"-3.1433825","51.806015","Ogof Rhaeadr Ddu, Clydach, Abergavenny, Wales, NP7 0LL, United Kingdom"
"Ogof Craig Ddu",,"-3.1433825","51.806015","Ogof Rhaeadr Ddu, Clydach, Abergavenny, Wales, NP7 0LL, United Kingdom"
"Waterfall Cave",,"-3.1432111","51.80555","Waterfall Cave, Clydach, Abergavenny, Wales, NP7 0LL, United Kingdom"
"Ogof Clogwyn",,"-3.142824","51.804573","Ogof Clogwyn, Heads of the Valleys Road, Brynmawr, Wales, NP23 4GA, United Kingdom"
"Rockface Cave",,"-3.142824","51.804573","Ogof Clogwyn, Heads of the Valleys Road, Brynmawr, Wales, NP23 4GA, United Kingdom"
"Pwll Coedog",,"-3.1412673","51.812428","Cymro Road (The Hafod), Darrenfelen, Wales, NP7 0LW, United Kingdom"
"Rowan Tree Sink",,"-3.1412673","51.812428","Cymro Road (The Hafod), Darrenfelen, Wales, NP7 0LW, United Kingdom"
"Ap Derek",,"-3.1410828","51.825214","Darren Disgwylfa, NP7 0HH, United Kingdom"
"Pwll y Cwm",,"-3.140109","51.805046","Elm Hole, Heads of the Valleys Road, Brynmawr, Wales, NP23 4GA, United Kingdom"
"Clydach Pothole",,"-3.1400661","51.805065","Elm Hole, Heads of the Valleys Road, Brynmawr, Wales, NP23 4GA, United Kingdom"
"Clydach Springs",,"-3.1400661","51.805065","Elm Hole, Heads of the Valleys Road, Brynmawr, Wales, NP23 4GA, United Kingdom"
"Elm Hole",,"-3.1399105","51.80522","Elm Hole, Heads of the Valleys Road, Brynmawr, Wales, NP23 4GA, United Kingdom"
"Devil's Bridge Cave",,"-3.139783","51.80534","Elm Hole, Heads of the Valleys Road, Brynmawr, Wales, NP23 4GA, United Kingdom"
"Dig",,"-3.1392891","51.80876","Cymro Road (The Hafod), Darrenfelen, Wales, NP7 0LW, United Kingdom"
"Flood Rising",,"-3.139671","51.804935","Elm Hole, Heads of the Valleys Road, Brynmawr, Wales, NP23 4GA, United Kingdom"
"Beech Tree Cave",,"-3.139622","51.80471","Elm Hole, Heads of the Valleys Road, Brynmawr, Wales, NP23 4GA, United Kingdom"
"Clydach Gorge Resurgence 1",,"-3.1383789","51.806026","Ogof Capel, Heads of the Valleys Road, Brynmawr, Wales, NP23 4GA, United Kingdom"
"Ogof Dylan Thomas",,"-3.137835","51.805744","Shakespeare's Cave, Heads of the Valleys Road, Brynmawr, Wales, NP23 4GA, United Kingdom"
"Church Cave",,"-3.1376936","51.806465","Ogof Capel, Heads of the Valleys Road, Brynmawr, Wales, NP23 4GA, United Kingdom"
"Ogof Capel",,"-3.1376936","51.806465","Ogof Capel, Heads of the Valleys Road, Brynmawr, Wales, NP23 4GA, United Kingdom"
"Ogof Capel Fechan",,"-3.137493","51.806557","Ogof Capel, Heads of the Valleys Road, Brynmawr, Wales, NP23 4GA, United Kingdom"
"Holly Cave",,"-3.1373644","51.806637","Heads of the Valleys Road, Darrenfelen, Wales, NP7 0LW, United Kingdom"
"Ogof Celynnen",,"-3.1373644","51.806637","Heads of the Valleys Road, Darrenfelen, Wales, NP7 0LW, United Kingdom"
"Shakespeares Cave",,"-3.1370323","51.805546","Shakespeare's Cave, Heads of the Valleys Road, Brynmawr, Wales, NP23 4GA, United Kingdom"
"Shakespeare's Neighbour Cave",,"-3.1370323","51.805546","Shakespeare's Cave, Heads of the Valleys Road, Brynmawr, Wales, NP23 4GA, United Kingdom"
"Doline",,"-3.1371703","51.811028","Darren Ddu, NP7 0LL, United Kingdom"
"Pen Cerrig Calch",,"-3.1392574","51.89373","Pen Cerrig-calch, NP8 1SP, United Kingdom"
"Cave",,"-3.1364565","51.811485","Darren Ddu, NP7 0LL, United Kingdom"
"Aven in quarry",,"-3.13642","51.807728","Heads of the Valleys Road, Darrenfelen, Wales, NP7 0LW, United Kingdom"
"Clydach Side Stream Resurgence",,"-3.136229","51.803593","Gellyfelen, Darrenfelen, Wales, NP7 0NN, United Kingdom"
"UB 40 Cave",,"-3.1357973","51.808346","Heads of the Valleys Road, Darrenfelen, Wales, NP7 0LW, United Kingdom"
"Limekiln Resurgence",,"-3.134782","51.808346","Rock Cottage, Clydach, Abergavenny, Wales, NP7 0LL, United Kingdom"
"Dead Dog Cave",,"-3.133245","51.81646","Coed Pantydarren, United Kingdom"
"Pope's Hole",,"-3.1327393","51.80902","1 Old Rock and Fountain, Clydach, Abergavenny, Wales, NP7 0LL, United Kingdom"
"Craig a Ffynnon",,"-3.1326091","51.809032","1 Old Rock and Fountain, Clydach, Abergavenny, Wales, NP7 0LL, United Kingdom"
"Ogof Craig-a-Ffynnon",,"-3.1326091","51.809032","1 Old Rock and Fountain, Clydach, Abergavenny, Wales, NP7 0LL, United Kingdom"
"Rock and Fountain Cave",,"-3.1326091","51.809032","1 Old Rock and Fountain, Clydach, Abergavenny, Wales, NP7 0LL, United Kingdom"
"Rock & Fountain Spring",,"-3.1321614","51.80911","2 Old Rock and Fountain, Clydach, Abergavenny, Wales, NP7 0LL, United Kingdom"
"Ogof Wrth Y Rheilffordd",,"-3.1267838","51.80578","Heads of the Valleys Line, Waunllapria, Wales, NP7 0NT, United Kingdom"
"Llanelly Quarry Pot",,"-3.1258776","51.804916","Mount Pleasant, Waunllapria, Wales, NP7 0NT, United Kingdom"
"Craig Y Ddinas Cave 2",,"-3.122618","51.806232","Heads of the Valleys Line, Waunllapria, Wales, NP7 0NH, United Kingdom"
"Dynas Rock Cave",,"-3.122618","51.806232","Heads of the Valleys Line, Waunllapria, Wales, NP7 0NH, United Kingdom"
"Llanelly Dinas Rock Cave",,"-3.122618","51.806232","Heads of the Valleys Line, Waunllapria, Wales, NP7 0NH, United Kingdom"
"Clydach South Resurgence 2",,"-3.1142418","51.80712","Heads of the Valleys Line, Clydach, Wales, NP7 0RB, United Kingdom"
"Domis Natrix",,"-3.1137083","51.80666","Heads of the Valleys Line, Clydach, Wales, NP7 0RB, United Kingdom"
"Gilwern Quarry Cave 3",,"-3.1132352","51.807472","Heads of the Valleys Line, Clydach, Wales, NP7 0RB, United Kingdom"
"Ogof Helog Glas",,"-3.1128473","51.807034","Heads of the Valleys Line, Clydach, Wales, NP7 0RB, United Kingdom"
"Ogof Mis Mel",,"-3.1127427","51.807495","Heads of the Valleys Line, Clydach, Wales, NP7 0RD, United Kingdom"
"Wookey's Dig",,"-3.112666","51.807907","Heads of the Valleys Line, Clydach, Wales, NP7 0RD, United Kingdom"
"Ogof Rosyn",,"-3.1125772","51.807846","Heads of the Valleys Line, Clydach, Wales, NP7 0RD, United Kingdom"
"Ogof Cwm Dyar",,"-3.1109881","51.805157","Nant Dyar, NP7 0RB, United Kingdom"
"Pwll Gilwern",,"-3.1099148","51.806927","Nant Dyar, NP7 0RB, United Kingdom"
"Quimps Quarry Caves",,"-3.0978897","51.80927","Ogof Dwy Sir, Heol Bedd-Dyn-hir, Gilwern, Wales, NP7 0HS, United Kingdom"
"Ogof Dwy Sir",,"-3.0976748","51.80939","Ogof Dwy Sir, Heol Bedd-Dyn-hir, Gilwern, Wales, NP7 0HS, United Kingdom"
"Rift Dig",,"-3.0964262","51.80575","Gilwern Hill, NP7 0HS, United Kingdom"
"Ogof yr Yohen (typo?)",,"-3.094549","51.800102","Ogof Draenen, The Dyne-Steel Incline, Blaenavon, Wales, NP4 9SS, United Kingdom"
"Hawthorn Cave",,"-3.0941894","51.79963","Ogof Draenen, The Dyne-Steel Incline, Blaenavon, Wales, NP4 9SS, United Kingdom"
"Ogof Draenen",,"-3.0941894","51.79963","Ogof Draenen, The Dyne-Steel Incline, Blaenavon, Wales, NP4 9SS, United Kingdom"
"Rift Cave",,"-3.094374","51.807255","Gilwern East, United Kingdom"
"Gilwern Hill Sink Mawr",,"-3.0939903","51.802197","Pen-y-galchen, The Dyne-Steel Incline, Blaenavon, Wales, NP4 9SS, United Kingdom"
"Ogof Cadno Gwal",,"-3.0938869","51.799713","Ogof Draenen, The Dyne-Steel Incline, Blaenavon, Wales, NP4 9SS, United Kingdom"
"Ogof Uchaf",,"-3.0936768","51.800022","Ogof Draenen, The Dyne-Steel Incline, Blaenavon, Wales, NP4 9SS, United Kingdom"
"Ogof Tarddiad Pwll Ddu - Rising",,"-3.0936773","51.80004","Ogof Draenen, The Dyne-Steel Incline, Blaenavon, Wales, NP4 9SS, United Kingdom"
"Pwll Ddu Quarry shelter",,"-3.09373","51.80761","Gilwern East, United Kingdom"
"Ogof Pwll Du",,"-3.0935426","51.800472","Pen-y-galchen, The Dyne-Steel Incline, Blaenavon, Wales, NP4 9SS, United Kingdom"
"Outer Quarry Cave",,"-3.0935273","51.80523","Gilwern East, United Kingdom"
"Pwlldu Quarry Cave n�2",,"-3.0935504","51.80619","Gilwern East, United Kingdom"
"Pwll Du Source Cave",,"-3.0933912","51.800205","Ogof Draenen, The Dyne-Steel Incline, Blaenavon, Wales, NP4 9SS, United Kingdom"
"Moth Cave",,"-3.093496","51.80574","Gilwern East, United Kingdom"
"Ogof Gwyfyn",,"-3.093496","51.80574","Gilwern East, United Kingdom"
"Box Cave",,"-3.093159","51.80559","Gilwern East, United Kingdom"
"Dolyhir Quarry Cave",,"-3.1019542","52.218525","Gilwern Brook Footpath, Wales, LD8 2PW, United Kingdom"
"Black Cavern",,"-3.0878963","51.797253","Black Cavern, Rhiw Ifor, Wales, NP4 9SS, United Kingdom"
"Siambri Ddu",,"-3.0878963","51.797253","Black Cavern, Rhiw Ifor, Wales, NP4 9SS, United Kingdom"
"Pwll-Du Balance Shafts and Cave",,"-3.0868416","51.796814","Black Cavern, Rhiw Ifor, Wales, NP4 9SS, United Kingdom"
"Balcony Cave",,"-3.0867238","51.79674","Black Cavern, Rhiw Ifor, Wales, NP4 9SS, United Kingdom"
"Tunnel",,"-3.0866764","51.79657","Black Cavern, Rhiw Ifor, Wales, NP4 9SS, United Kingdom"
"Church Cave",,"-3.096129","52.22568","Wellin Lane, Wales, LD8 2RG, United Kingdom"
"Ogof Draenen 2nd Entrance",,"-3.085223","51.797043","Cwm-Shenkin Brook, NP7 9RY, United Kingdom"
"Second Entrance",,"-3.085223","51.797043","Cwm-Shenkin Brook, NP7 9RY, United Kingdom"
"Tumble Resurgence (2b)",,"-3.083255","51.797825","Cwm-Shenkin Brook, NP7 9RY, United Kingdom"
"Drws Cefn",,"-3.0821216","51.7953","Cwm-Shenkin Brook, NP7 9RY, United Kingdom"
"Pen-ffordd-goch Borehole",,"-3.0810838","51.7889","Keeper's Pond, Blaenavon Road, Govilon, Wales, NP7 9RY, United Kingdom"
"Cwmavon Sink 3",,"-3.066571","51.76801","Oak View Court, Blaenavon, Wales, NP4 9PR, United Kingdom"
"Resurgence",,"-3.065684","51.762966","Cwmavon Road, Gallowsgreen, Wales, NP4 9DZ, United Kingdom"
"Jackdaw Quarry Pot",,"-3.0647776","51.75524","Gallowsgreen, Wales, NP4 9EA, United Kingdom"
"Jackdaw Quarry Cave No.1",,"-3.064295","51.75628","Gallowsgreen, Wales, NP4 9EA, United Kingdom"
"Cwmavon Reservoir Risings",,"-3.060231","51.759056","Cwmavon Reservoir, United Kingdom"
"Nant Ffrwd Sink",,"-3.0593512","51.72889","School Lane, Abersychan, Wales, NP4 8RL, United Kingdom"
"Snatchwood Risings",,"-3.0585532","51.717667","Snatchwood Road, Abersychan, Wales, NP4 7BY, United Kingdom"
"Cwmavon Risings",,"-3.0585637","51.74972","Llanover Road, Cwmavon, Wales, NP4 8XF, United Kingdom"
"Resurgence",,"-3.0568092","51.7242","Lasgarn Place, Abersychan, Wales, NP4 6TQ, United Kingdom"
"Nant Maelor Risings",,"-3.0570903","51.736248","Cwmavon Road, Abersychan, Wales, NP4 8PD, United Kingdom"
"Foxhunters Rift",,"-3.0583882","51.799194","The Blorenge, NP7 9RW, United Kingdom"
"Lasgarn Quarry Cave",,"-3.0559409","51.720486","Limekiln Road, Abersychan, Wales, NP4 6TL, United Kingdom"
"Cwmavon Quarry Cave",,"-3.0567324","51.760628","Cwmavon Reservoir, United Kingdom"
"Ogof Cwmavon",,"-3.0567324","51.760628","Cwmavon Reservoir, United Kingdom"
"Carn Y Gorfydd Sink 2",,"-3.0575056","51.79371","Llanfoist Fawr, Wales, United Kingdom"
"Cwmavon Quarry Cave - Middle Entrance",,"-3.056533","51.76078","Cwmavon Reservoir, United Kingdom"
"Ogof Y Graig",,"-3.056462","51.760838","Cwmavon Reservoir, United Kingdom"
"Limekiln Quarry Pot.",,"-3.055303","51.7217","Limekiln Road, Abersychan, Wales, NP4 6TL, United Kingdom"
"Cwmavon surface collapse",,"-3.0561695","51.76134","Cwmavon Reservoir, United Kingdom"
"Cwmavon Rising",,"-3.055247","51.764038","Cwmavon Road, Gallowsgreen, Wales, NP4 9DZ, United Kingdom"
"Ogof Lasgarn",,"-3.0532825","51.72819","Nant Ffrwd, NP4 8QL, United Kingdom"
"Pot with Stream",,"-3.0544946","51.797028","Llanfoist Fawr, Wales, United Kingdom"
"Ogof Rhedyin",,"-3.0524557","51.729996","Nant Ffrwd, NP4 8QL, United Kingdom"
"Dig in Gritstone Shakehole",,"-3.0538812","51.798084","Llanfoist Fawr, Wales, United Kingdom"
"Pont Newynydd Rising",,"-3.0513673","51.711166","Horseshoe (N), George Street, Pontypool, Wales, NP4 8NL, United Kingdom"
"Pontnewynydd Springs",,"-3.0513673","51.711166","Horseshoe (N), George Street, Pontypool, Wales, NP4 8NL, United Kingdom"
"Ogof Gerrig Brau",,"-3.0517693","51.751564","Llanover Road, Cwmavon, Wales, NP4 8UU, United Kingdom"
"Sink",,"-3.0516582","51.800396","Llanfoist Fawr, Wales, United Kingdom"
"Sink into Gritstone",,"-3.0514946","51.80084","Llanfoist Fawr, Wales, United Kingdom"
"Reservoir Cave",,"-3.0498092","51.734516","Waterworks Lane, Abersychan, Wales, NP4 8XQ, United Kingdom"
"Sink into Rift",,"-3.051022","51.8011","Llanfoist Fawr, Wales, United Kingdom"
"Ogof Dial Pridd",,"-3.048325","51.7486","Llanover Road, Cwmavon, Wales, NP4 8UU, United Kingdom"
"Cuckoo Pot",,"-3.0484498","51.76649","Pen-talar, Wales, NP7 9ET, United Kingdom"
"Ogof Hafod Wenog",,"-3.0478485","51.74615","Cwmavon, Wales, NP4 8UW, United Kingdom"
"Ogof Wenog",,"-3.0478485","51.74615","Cwmavon, Wales, NP4 8UW, United Kingdom"
"Fiddy's Farm Cave",,"-3.0481644","51.766674","Pen-talar, Wales, NP7 9ET, United Kingdom"
"Nant Maelor Tunnel 2",,"-3.046131","51.73513","Waterworks Lane, Abersychan, Wales, NP4 8XQ, United Kingdom"
"Ogof Pen Maelor",,"-3.0445502","51.73441","Waterworks Lane, Abersychan, Wales, NP4 8XQ, United Kingdom"
"Pwll Gwyn",,"-3.044739","51.75326","Llanover Road, Cwmavon, Wales, NP4 8UU, United Kingdom"
"Tunnel",,"-3.0440407","51.735554","Waterworks Lane, Abersychan, Wales, NP4 8XQ, United Kingdom"
"Pen Lasgarn Sink",,"-3.042384","51.72649","Lasgarn Lane, Abersychan, Wales, NP4 8TR, United Kingdom"
"Nant Maelor Cave 1",,"-3.0404246","51.73637","Waterworks Lane, Abersychan, Wales, NP4 8XQ, United Kingdom"
"Garn Clochdy Sink",,"-3.0401292","51.741795","Waterworks Lane, Abersychan, Wales, NP4 8XQ, United Kingdom"
"Nash Cave No.2",,"-3.0203235","52.255806","Hindwell Brook, United Kingdom"
"Nash Cave",,"-3.0188794","52.256718","Nash Wood, United Kingdom"
"Nash Scar Cave",,"-3.0188794","52.256718","Nash Wood, United Kingdom"
"Mocktree Quarry Cave",,"-2.8588064","52.373337","Mocktree Turnpike, Leintwardine, England, SY7 0LY, United Kingdom"
"Downton Rock Shelter",,"-2.8390396","52.35343","Post Box, Mocktree Turnpike, Leintwardine, England, SY7 0LY, United Kingdom"
"Hermit's Cave",,"-2.8390396","52.35343","Post Box, Mocktree Turnpike, Leintwardine, England, SY7 0LY, United Kingdom"
"Aldon Fissures",,"-2.8372426","52.41368","Aldon, Craven Arms, England, SY7 9BB, United Kingdom"
"Kings Cave",,"-2.8200092","52.277145","Lucton School, Lucton Lane, Lucton, England, HR6 9PN, United Kingdom"
"Robbers Cave 2",,"-2.6379824","52.56326","The Wenlock Edge Inn, Wellington to Craven Arms Railway, Much Wenlock, England, TF13 6DJ, United Kingdom"
"Foxholes Farm Doline",,"-2.5284817","52.418743","The Rough, United Kingdom"
"Foxholes Doline Sink",,"-2.5281954","52.419376","The Rough, United Kingdom"
"Oreton Quarry Sink",,"-2.5135243","52.422226","Oreton, England, DY14 8RT, United Kingdom"
"Truckhill Minor Sink",,"-2.510716","52.420982","Oreton Road, Oreton, England, DY14 8RT, United Kingdom"
"Truckhill Doline",,"-2.510571","52.42116","Oreton, England, DY14 8RT, United Kingdom"
"Truckhill Cave",,"-2.5052714","52.420643","Factory Lane, Oreton, England, DY14 8RH, United Kingdom"
"Truckhill Resurgence Doline",,"-2.5048325","52.420826","Factory Lane, Oreton, England, DY14 8RH, United Kingdom"
"Truckhill Cave Resurgence",,"-2.5046854","52.420826","Factory Lane, Oreton, England, DY14 8RH, United Kingdom"
"2 Caves",,"-5.029799","51.616974","Bulliber Down, Wales, SA71 5HL, United Kingdom"
"Cave",,"-5.0197887","51.614174","Mount Sion Down, Wales, SA71 5HL, United Kingdom"
"Cave 93",,"-5.016899","51.612","Mount Sion Down, Wales, SA71 5HL, United Kingdom"
"B.E.C.2",,"-4.9918685","51.612503","Devil's Cauldron, SA71 5EB, United Kingdom"
"Cave",,"-4.974717","51.60759","Bullslaughter Bay, United Kingdom"
"Ogof Bran Cefn-ddu",,"-4.9740877","51.606796","Mewsford Point, Wales, SA71 5DS, United Kingdom"
"Ogof Garreg Hir",,"-4.97216","51.606037","Mewsford Point, Wales, SA71 5DS, United Kingdom"
"Ogof Bran Goesgoch",,"-4.971577","51.60596","Mewsford Point, Wales, SA71 5DS, United Kingdom"
"Cormorant Cave",,"-4.965901","51.605293","Crickmail Down, Wales, SA71 5DS, United Kingdom"
"Ogof Morfran",,"-4.965901","51.605293","Crickmail Down, Wales, SA71 5DS, United Kingdom"
"B.E.C.1",,"-4.96544","51.60598","Crickmail Down, Wales, SA71 5DS, United Kingdom"
"Ogof Gofan",,"-4.949596","51.59887","Saddle Head, Wales, SA71 5DP, United Kingdom"
"4 Caves",,"-4.9487934","51.59763","Saddle Head, Wales, SA71 5DP, United Kingdom"
"Ogof Pen Cyfrwy",,"-4.9487934","51.59763","Saddle Head, Wales, SA71 5DP, United Kingdom"
"Cave",,"-4.946666","51.598225","Huntsman's Leap, SA71 5DP, United Kingdom"
"Shaft",,"-4.9462447","51.598415","Huntsman's Leap, SA71 5DP, United Kingdom"
"Huntsman's Leap Cave",,"-4.944787","51.599323","Huntsman's Leap, SA71 5DP, United Kingdom"
"Noisy Shaft",,"-4.9436493","51.59848","Huntsman's Leap, SA71 5DP, United Kingdom"
"Ogof yr Ychen",,"-4.6804223","51.640766","Den Point, SA70 7UJ, United Kingdom"
"Ox Cave",,"-4.6804223","51.640766","Den Point, SA70 7UJ, United Kingdom"
"Ogof-y-Benglog",,"-4.679086","51.640167","Jones' Bay, SA70 7UJ, United Kingdom"
"Skull Cave",,"-4.679086","51.640167","Jones' Bay, SA70 7UJ, United Kingdom"
"Resurgence",,"-4.6787815","51.639904","Jones' Bay, SA70 7UJ, United Kingdom"
"Daylight Rock Fissure",,"-4.6750355","51.63765","Small Ord Point, SA70 7UH, United Kingdom"
"Worm's Head Cave",,"-4.3331046","51.564907","Worms Head Path, Wales, SA3 1PR, United Kingdom"
"Ogof Rhosilli",,"-4.300525","51.566948","Trial Wall, Worms Head Causeway, Wales, SA3 1PR, United Kingdom"
"Culver Hole",,"-4.3028874","51.613663","Blue Pool Bay, SA3 1JP, United Kingdom"
"Bluepool Bay West Cave",,"-4.3020506","51.612823","Blue Pool Bay, SA3 1JP, United Kingdom"
"Boulder Cave",,"-4.287931","51.56184","Giant's Cave, Rhossili, Wales, SA3 1PN, United Kingdom"
"Jacky's Tor Raised Beach Cave B",,"-4.284305","51.561462","Upper Jacky's Tor, SA3 1PN, United Kingdom"
"Broughton Bay Caves",,"-4.282685","51.61406","Twlc Point, SA3 1JP, United Kingdom"
"Mewslade Cave",,"-4.2774963","51.56236","Mewslade Cave, Rhossili, Wales, SA3 1PJ, United Kingdom"
"Butter Slade Cave",,"-4.2770104","51.55841","West Thurba, SA3 1PJ, United Kingdom"
"Mewslade Rock Wriggle",,"-4.2766767","51.563274","Mewslade Rock Cave, Rhossili, Wales, SA3 1PJ, United Kingdom"
"Thurba Head Cave",,"-4.2757936","51.56293","Mewslade Rock Cave, Rhossili, Wales, SA3 1PJ, United Kingdom"
"Mewslade Quarry Cave",,"-4.274577","51.564575","Mewslade Quarry Cave, Rhossili, Wales, SA3 1PJ, United Kingdom"
"Richard's Cave",,"-4.2744417","51.56476","Mewslade Quarry Cave, Rhossili, Wales, SA3 1PJ, United Kingdom"
"Spritsail Tor Lower Cave",,"-4.275678","51.619816","Prissen's Tor (OS 1900) / Spiritsail Tor (OS 1896), SA3 1JL, United Kingdom"
"Red Chamber",,"-4.2713404","51.557533","Mansel's Shelter, Rhossili, Wales, SA3 1PH, United Kingdom"
"Mansel's Shelter",,"-4.2711825","51.557266","Mansel's Shelter, Rhossili, Wales, SA3 1PH, United Kingdom"
"Don't Climb",,"-4.9425645","51.59734","Huntsman's Leap, SA71 5DP, United Kingdom"
"Red Fescue Hole",,"-4.271","51.557945","Mansel's Shelter, Rhossili, Wales, SA3 1PH, United Kingdom"
"Ogof Dim Dringo!",,"-4.9425645","51.59734","Huntsman's Leap, SA71 5DP, United Kingdom"
